vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,439.74,64.48,95.44,60.464,8.866,47.719,FP,,,,,,,
103,1,442.93,64.25,31.38,60.904,8.835,15.692,FP,,,,,,,
103,2,26.67,167.43,95.45,3.667,23.021,47.726,FP,,,,,,,
103,3,28.69,168.43,31.44,3.945,23.159,15.721,TP,2,0.713,2.043,2.164,0.711,0.052,-2.043
103,4,23.5,167.0,159.5,3.231,22.962,79.75,FP,,,,,,,
103,5,473.03,181.42,95.4,65.041,24.945,47.702,FP,,,,,,,
103,6,471.5,179.5,159.5,64.831,24.681,79.75,FP,,,,,,,
103,7,471.22,183.33,31.42,64.793,25.208,15.709,FP,,,,,,,
103,8,472.0,181.33,167.67,64.9,24.933,83.833,FP,,,,,,,
103,9,327.19,232.53,31.3,44.988,31.973,15.651,FP,,,,,,,
103,10,327.38,231.58,95.46,45.015,31.842,47.73,FP,,,,,,,
103,11,327.44,231.67,159.56,45.024,31.854,79.778,FP,,,,,,,
103,12,327.0,231.5,168.0,44.963,31.831,84.0,FP,,,,,,,
103,13,22.92,303.15,95.46,3.152,41.684,47.731,FP,,,,,,,
103,14,22.48,309.52,31.46,3.09,42.56,15.73,FP,,,,,,,
103,15,230.16,391.7,95.45,31.647,53.859,47.724,FP,,,,,,,
103,16,359.47,392.09,31.49,49.427,53.912,15.743,FP,,,,,,,
103,17,359.59,391.28,95.48,49.443,53.8,47.741,TP,7,0.52,0.995,1.123,-0.203,-0.479,-0.995
103,18,229.47,395.54,31.48,31.552,54.387,15.741,FP,,,,,,,
103,19,303.92,504.61,31.44,41.789,69.384,15.718,FP,,,,,,,
103,,,,,60.765,8.977,76.314,FN,0,,,,,,
103,,,,,58.35,17.18,59.268,FN,1,,,,,,
103,,,,,64.971,24.864,42.116,FN,3,,,,,,
103,,,,,44.934,31.849,54.667,FN,4,,,,,,
103,,,,,36.333,37.26,93.705,FN,5,,,,,,
103,,,,,2.458,42.172,93.063,FN,6,,,,,,
103,,,,,31.274,54.475,60.778,FN,8,,,,,,
103,,,,,42.235,69.343,36.379,FN,9,,,,,,
104,0,150.8,126.0,31.4,20.735,17.325,15.7,FP,,,,,,,
104,1,357.1,166.43,95.41,49.101,22.884,47.707,FP,,,,,,,
104,2,352.57,167.22,31.38,48.478,22.993,15.691,TP,3,0.649,0.069,0.653,-0.479,0.439,-0.069
104,3,63.49,200.32,95.39,8.73,27.544,47.693,FP,,,,,,,
104,4,66.42,204.27,31.49,9.133,28.087,15.745,TP,4,0.277,2.882,2.895,0.159,0.227,-2.882
104,5,64.2,199.4,167.51,8.827,27.417,83.757,FP,,,,,,,
104,6,65.5,199.23,159.53,9.006,27.395,79.767,FP,,,,,,,
104,7,335.5,215.33,95.33,46.131,29.608,47.667,FP,,,,,,,
104,8,431.08,346.75,159.54,59.274,47.678,79.771,FP,,,,,,,
104,9,430.02,350.09,95.38,59.127,48.137,47.69,FP,,,,,,,
104,10,431.14,351.08,31.38,59.282,48.273,15.692,FP,,,,,,,
104,11,261.63,351.56,95.34,35.975,48.339,47.672,FP,,,,,,,
104,12,430.8,350.0,168.0,59.235,48.125,84.0,FP,,,,,,,
