vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,60.91,14.19,95.66,8.375,1.952,47.828,FP,,,,,,,
103,1,58.28,18.9,30.73,8.013,2.599,15.365,FP,,,,,,,
103,2,57.86,20.39,20.28,7.956,2.804,10.138,FP,,,,,,,
103,3,57.38,18.12,12.25,7.889,2.492,6.125,FP,,,,,,,
103,4,61.0,17.0,40.0,8.387,2.338,20.0,TP,0,0.518,3.497,3.535,0.367,0.366,-3.497
103,5,58.0,22.0,13.0,7.975,3.025,6.5,FP,,,,,,,
103,6,57.0,23.0,13.0,7.838,3.163,6.5,FP,,,,,,,
103,7,62.03,28.1,95.82,8.529,3.864,47.91,FP,,,,,,,
103,8,439.63,43.18,20.25,60.448,5.938,10.126,TP,4,0.168,3.571,3.575,-0.068,-0.153,-3.571
103,9,439.88,44.59,31.39,60.483,6.131,15.693,FP,,,,,,,
103,10,148.39,45.16,26.54,20.404,6.209,13.268,FP,,,,,,,
103,11,438.63,42.18,12.18,60.312,5.8,6.092,FP,,,,,,,
103,12,443.75,45.3,95.61,61.016,6.228,47.807,FP,,,,,,,
103,13,140.38,46.55,95.54,19.302,6.401,47.768,FP,,,,,,,
103,14,145.71,42.88,52.24,20.035,5.896,26.118,FP,,,,,,,
103,15,438.5,43.0,40.0,60.294,5.912,20.0,FP,,,,,,,
103,16,147.77,45.08,52.85,20.318,6.198,26.423,FP,,,,,,,
103,17,158.89,47.26,95.66,21.848,6.498,47.831,FP,,,,,,,
103,18,444.0,44.0,11.0,61.05,6.05,5.5,FP,,,,,,,
103,19,444.0,44.0,13.0,61.05,6.05,6.5,FP,,,,,,,
103,20,448.33,44.5,14.33,61.646,6.119,7.167,FP,,,,,,,
103,21,433.0,45.0,38.0,59.538,6.188,19.0,FP,,,,,,,
103,22,143.0,46.5,27.0,19.663,6.394,13.5,FP,,,,,,,
103,23,433.0,47.0,39.0,59.538,6.463,19.5,FP,,,,,,,
103,24,436.67,48.0,40.33,60.042,6.6,20.167,FP,,,,,,,
103,25,280.32,60.56,17.23,38.543,8.328,8.613,TP,5,0.516,0.332,0.613,-0.304,0.417,0.332
103,26,280.59,61.75,31.63,38.581,8.491,15.815,FP,,,,,,,
103,27,283.9,62.87,95.61,39.036,8.644,47.805,FP,,,,,,,
103,28,274.5,58.75,36.75,37.744,8.078,18.375,FP,,,,,,,
103,29,270.05,64.1,95.6,37.132,8.814,47.8,FP,,,,,,,
103,30,63.58,110.86,31.76,8.742,15.243,15.88,FP,,,,,,,
103,31,419.63,116.48,31.54,57.699,16.016,15.772,TP,6,0.58,3.918,3.961,-0.275,-0.511,3.918
103,32,418.1,115.8,20.44,57.489,15.923,10.22,FP,,,,,,,
103,33,417.0,114.0,13.0,57.338,15.675,6.5,FP,,,,,,,
103,34,420.83,116.67,42.83,57.865,16.042,21.417,FP,,,,,,,
103,35,190.85,124.87,31.83,26.242,17.17,15.915,FP,,,,,,,
103,36,13.42,171.99,31.41,1.845,23.648,15.704,FP,,,,,,,
103,37,330.5,211.57,27.91,45.444,29.091,13.954,TP,11,0.384,2.145,2.179,-0.234,-0.304,-2.145
103,38,330.34,211.4,95.53,45.421,29.068,47.766,FP,,,,,,,
103,39,327.0,207.0,14.0,44.963,28.463,7.0,FP,,,,,,,
103,40,327.0,211.0,40.0,44.963,29.013,20.0,FP,,,,,,,
103,41,340.0,212.0,14.0,46.75,29.15,7.0,FP,,,,,,,
103,42,336.0,216.0,43.5,46.2,29.7,21.75,FP,,,,,,,
103,43,62.4,252.45,95.77,8.581,34.712,47.885,FP,,,,,,,
103,44,60.76,263.5,95.44,8.354,36.231,47.721,FP,,,,,,,
103,45,60.04,261.57,31.53,8.255,35.966,15.765,FP,,,,,,,
103,46,144.73,303.05,30.93,19.9,41.669,15.464,TP,14,0.2,2.732,2.74,0.007,-0.2,2.732
103,47,142.08,303.81,95.55,19.536,41.774,47.773,FP,,,,,,,
103,48,144.79,304.02,16.68,19.909,41.802,8.341,FP,,,,,,,
103,49,319.42,318.33,31.76,43.92,43.771,15.878,FP,,,,,,,
