vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,97.66,43.97,1.78,13.428,6.045,0.89,TP,0,0.012,0.096,0.097,-0.01,-0.007,-0.096
103,1,347.32,103.56,3.6,47.757,14.24,1.8,TP,1,0.018,0.064,0.066,-0.001,-0.018,0.064
103,2,103.8,234.57,1.0,14.273,32.254,0.5,TP,2,0.035,0.0,0.035,0.034,-0.007,0.0
103,3,29.62,331.52,2.95,4.073,45.584,1.477,TP,3,0.015,0.018,0.023,0.014,-0.007,-0.018
103,4,305.12,337.51,5.49,41.955,46.408,2.747,TP,4,0.097,0.005,0.097,-0.089,-0.036,0.005
103,5,350.27,377.59,6.92,48.162,51.919,3.46,TP,5,0.028,0.04,0.048,0.009,-0.026,-0.04
103,6,54.15,424.76,2.4,7.446,58.404,1.202,TP,6,0.236,0.067,0.245,-0.148,-0.183,0.067
103,7,477.82,458.71,1.8,65.7,63.073,0.902,TP,7,0.048,0.098,0.11,-0.029,0.038,-0.098
103,8,459.45,468.03,5.82,63.174,64.355,2.911,TP,8,0.124,0.272,0.299,-0.104,-0.067,0.272
103,9,435.12,504.61,5.0,59.829,69.383,2.5,TP,9,0.213,0.475,0.52,-0.183,-0.108,0.475
104,0,74.49,46.51,6.89,10.243,6.395,3.443,TP,0,0.101,0.168,0.196,0.097,0.026,-0.168
104,1,235.58,92.26,6.9,32.392,12.685,3.45,TP,1,0.336,0.279,0.437,-0.284,-0.179,0.279
104,2,333.65,111.1,1.48,45.876,15.277,0.74,TP,2,0.018,0.045,0.048,0.011,0.014,-0.045
104,3,508.29,123.79,3.54,69.889,17.022,1.768,TP,3,0.054,0.481,0.483,0.046,-0.028,0.481
104,4,0.58,124.42,4.17,0.08,17.107,2.083,FP,,,,,,,
104,5,296.66,179.88,6.96,40.791,24.733,3.481,TP,4,0.173,0.015,0.174,0.166,0.05,0.015
104,6,427.68,195.3,6.95,58.806,26.854,3.473,TP,5,0.038,0.098,0.105,0.024,0.029,-0.098
104,7,333.48,220.4,1.48,45.853,30.306,0.738,TP,6,0.021,0.018,0.027,0.009,-0.018,-0.018
104,8,243.27,281.11,5.25,33.45,38.652,2.625,TP,7,0.078,0.209,0.223,-0.018,-0.076,0.209
104,9,67.37,293.85,5.1,9.264,40.404,2.552,TP,8,0.012,0.04,0.041,0.01,-0.006,0.04
104,10,251.86,408.0,6.68,34.631,56.1,3.342,TP,9,0.145,0.12,0.189,-0.1,-0.105,0.12
104,11,256.8,412.04,8.48,35.31,56.656,4.24,FP,,,,,,,
105,0,341.13,1.47,1.0,46.906,0.202,0.5,TP,0,0.157,0.306,0.344,0.147,0.055,-0.306
105,1,474.79,40.17,1.52,65.283,5.523,0.762,TP,1,0.032,0.215,0.217,-0.004,-0.031,-0.215
105,2,381.03,70.4,3.03,52.391,9.68,1.513,TP,2,0.051,0.271,0.276,-0.008,-0.05,0.271
105,3,381.14,69.43,8.0,52.407,9.546,4.0,FP,,,,,,,
105,4,303.78,95.87,8.1,41.77,13.182,4.049,TP,3,0.311,0.05,0.315,0.281,0.133,-0.05
105,5,286.71,251.15,4.41,39.423,34.533,2.203,TP,4,0.375,0.784,0.869,-0.191,-0.323,0.784
105,6,290.86,257.86,1.39,39.993,35.456,0.694,FP,,,,,,,
105,7,72.53,294.71,1.91,9.973,40.522,0.955,TP,5,0.016,0.045,0.048,0.004,0.016,-0.045
105,8,203.51,329.51,1.43,27.982,45.307,0.714,TP,6,0.054,0.039,0.066,0.038,0.038,-0.039
105,9,478.13,366.52,7.74,65.743,50.397,3.87,TP,7,0.351,0.004,0.351,0.025,0.35,0.004
105,10,59.7,460.05,3.04,8.208,63.256,1.521,TP,8,0.147,0.244,0.285,-0.054,-0.136,0.244
118,0,76.28,167.11,2.55,10.489,22.978,1.274,TP,0,0.027,0.032,0.041,-0.008,-0.025,0.032
118,1,293.56,240.8,2.0,40.365,33.11,1.0,TP,1,0.008,0.0,0.008,-0.007,-0.002,0.0
