vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,495.0,12.1,7.59,68.062,1.664,3.795,TP,0,0.613,0.083,0.619,-0.288,-0.541,0.083
103,1,98.79,13.1,2.04,13.584,1.802,1.022,TP,1,0.019,0.04,0.044,0.015,0.012,0.04
103,2,500.01,20.93,2.88,68.752,2.878,1.438,TP,2,0.004,0.182,0.182,-0.003,-0.003,0.182
103,3,228.67,35.52,3.1,31.442,4.884,1.548,TP,3,0.072,0.021,0.075,-0.031,-0.065,0.021
103,4,57.18,33.39,3.07,7.862,4.591,1.537,TP,4,0.044,0.018,0.047,-0.0,0.044,0.018
103,5,59.05,47.53,5.72,8.12,6.535,2.859,TP,6,0.107,0.274,0.294,-0.078,-0.074,0.274
103,6,375.14,51.27,4.06,51.582,7.05,2.03,TP,5,0.032,0.017,0.036,-0.018,-0.027,0.017
103,7,414.0,83.01,5.39,56.925,11.414,2.693,TP,7,0.044,0.002,0.044,-0.036,-0.026,0.002
103,8,482.26,92.35,3.27,66.31,12.699,1.634,TP,8,0.015,0.096,0.097,-0.015,0.002,-0.096
103,9,34.0,106.88,1.0,4.675,14.697,0.5,TP,9,0.019,0.0,0.019,-0.011,-0.016,0.0
103,10,281.88,138.72,5.67,38.758,19.074,2.837,TP,10,0.072,0.051,0.088,-0.052,-0.049,0.051
103,11,104.92,151.6,3.59,14.426,20.844,1.796,TP,11,0.074,0.017,0.076,0.072,0.017,-0.017
103,12,353.15,164.6,1.96,48.558,22.633,0.98,TP,12,0.003,0.007,0.008,0.002,0.002,-0.007
103,13,210.73,175.53,2.15,28.975,24.135,1.075,TP,14,0.017,0.004,0.018,0.014,0.01,0.004
103,14,258.96,189.0,6.73,35.607,25.988,3.365,TP,15,0.856,0.572,1.029,0.625,0.585,-0.572
103,15,266.0,191.5,9.0,36.575,26.331,4.5,FP,,,,,,,
103,16,240.37,205.44,2.9,33.051,28.249,1.45,TP,16,0.048,0.03,0.057,-0.042,-0.024,0.03
103,17,285.78,202.3,1.99,39.294,27.817,0.993,TP,17,0.022,0.014,0.026,0.002,0.022,-0.014
