vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,97.81,43.96,1.93,13.449,6.044,0.966,TP,0,0.013,0.02,0.024,0.01,-0.007,-0.02
103,1,347.3,103.73,3.58,47.754,14.263,1.788,TP,1,0.006,0.052,0.052,-0.003,0.005,0.052
103,2,103.87,234.91,1.0,14.282,32.301,0.5,TP,2,0.059,0.0,0.059,0.044,0.04,0.0
103,3,29.46,331.61,3.09,4.051,45.596,1.545,TP,3,0.01,0.05,0.051,-0.009,0.005,0.05
103,4,305.34,337.64,5.42,41.984,46.425,2.708,TP,4,0.063,0.033,0.072,-0.061,-0.019,-0.033
103,5,350.15,377.56,7.06,48.145,51.914,3.532,TP,5,0.032,0.032,0.045,-0.008,-0.031,0.032
103,6,54.36,425.08,2.38,7.475,58.449,1.19,TP,6,0.183,0.056,0.192,-0.12,-0.139,0.056
103,7,477.91,458.68,1.92,65.712,63.069,0.961,TP,7,0.038,0.039,0.055,-0.017,0.034,-0.039
103,8,459.98,468.19,5.44,63.248,64.377,2.722,TP,8,0.055,0.083,0.1,-0.031,-0.045,0.083
103,9,436.75,505.25,4.44,60.054,69.473,2.221,TP,9,0.045,0.195,0.2,0.041,-0.019,0.195
104,0,74.45,46.53,6.7,10.237,6.397,3.352,TP,0,0.096,0.259,0.276,0.091,0.029,-0.259
104,1,236.29,92.66,6.67,32.49,12.741,3.335,TP,1,0.224,0.164,0.278,-0.187,-0.124,0.164
104,2,333.68,111.15,1.62,45.881,15.283,0.811,TP,2,0.026,0.027,0.037,0.015,0.021,0.027
104,3,507.89,123.88,2.98,69.834,17.033,1.489,TP,3,0.019,0.201,0.202,-0.009,-0.017,0.201
104,4,0.49,124.41,4.27,0.067,17.106,2.135,FP,,,,,,,
104,5,296.63,179.77,7.0,40.787,24.718,3.5,TP,4,0.166,0.035,0.17,0.162,0.035,0.035
104,6,427.25,195.05,7.06,58.747,26.819,3.529,TP,5,0.034,0.042,0.055,-0.034,-0.005,-0.042
104,7,333.57,220.57,1.52,45.866,30.328,0.761,TP,6,0.022,0.005,0.023,0.022,0.004,0.005
104,8,243.11,280.82,5.28,33.427,38.613,2.64,TP,7,0.122,0.224,0.255,-0.04,-0.115,0.224
104,9,67.28,293.76,5.13,9.251,40.392,2.565,TP,8,0.018,0.053,0.056,-0.002,-0.018,0.053
104,10,252.38,408.39,6.5,34.702,56.154,3.248,TP,9,0.059,0.027,0.064,-0.029,-0.051,0.027
105,0,340.69,1.9,1.55,46.845,0.261,0.776,TP,0,0.143,0.031,0.146,0.086,0.114,-0.031
105,1,474.87,40.32,1.85,65.294,5.544,0.925,TP,1,0.013,0.052,0.054,0.007,-0.01,-0.052
105,2,381.07,70.73,2.57,52.397,9.725,1.284,TP,2,0.006,0.042,0.042,-0.002,-0.005,0.042
105,3,302.81,95.48,8.14,41.637,13.128,4.071,TP,3,0.167,0.028,0.17,0.148,0.079,-0.028
105,4,288.28,253.91,2.8,39.639,34.913,1.402,TP,4,0.063,0.016,0.065,0.026,0.057,-0.016
105,5,285.0,249.29,6.0,39.188,34.277,3.0,FP,,,,,,,
105,6,72.55,294.67,2.0,9.975,40.517,1.0,TP,5,0.013,0.0,0.013,0.006,0.011,0.0
105,7,203.32,329.35,1.47,27.957,45.286,0.733,TP,6,0.021,0.02,0.029,0.012,0.016,-0.02
105,8,477.62,365.62,7.99,65.673,50.272,3.993,TP,7,0.23,0.128,0.263,-0.045,0.225,0.128
105,9,60.21,461.28,2.62,8.279,63.426,1.31,TP,8,0.037,0.034,0.05,0.016,0.033,0.034
105,10,56.5,453.5,6.0,7.769,62.356,3.0,FP,,,,,,,
118,0,76.33,167.2,2.51,10.496,22.989,1.253,TP,0,0.014,0.01,0.017,-0.001,-0.014,0.01
118,1,299.97,244.92,1.5,41.246,33.676,0.748,TP,1,1.04,0.252,1.07,0.874,0.563,-0.252
