vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,419.7,5.3,4.16,57.708,0.729,2.08,TP,0,0.086,0.049,0.099,0.063,0.059,-0.049
103,1,212.67,20.49,5.37,29.242,2.817,2.686,TP,1,0.037,0.114,0.12,-0.011,-0.035,0.114
103,2,18.16,31.35,4.21,2.497,4.311,2.106,TP,2,0.045,0.022,0.05,-0.043,-0.013,0.022
103,3,8.57,140.27,7.93,1.179,19.288,3.964,TP,3,0.023,0.128,0.131,-0.012,-0.02,0.128
103,4,352.62,145.14,6.48,48.485,19.957,3.239,TP,5,0.322,0.439,0.545,-0.211,-0.243,0.439
103,5,241.27,143.42,7.25,33.174,19.72,3.627,TP,4,0.03,0.018,0.035,-0.027,0.013,-0.018
103,6,91.83,173.95,6.15,12.626,23.919,3.076,TP,6,0.163,0.335,0.373,-0.036,-0.159,0.335
103,7,218.48,187.47,2.0,30.041,25.777,1.0,TP,7,0.011,0.033,0.035,0.01,-0.004,0.033
103,8,28.72,197.9,7.57,3.949,27.212,3.786,TP,8,0.065,0.026,0.07,0.056,0.032,0.026
103,9,201.81,219.46,3.7,27.749,30.176,1.849,TP,9,0.098,0.035,0.104,0.041,0.089,-0.035
103,10,361.42,249.76,8.55,49.695,34.342,4.276,TP,10,0.158,0.005,0.158,0.131,0.088,0.005
103,11,453.79,253.99,7.76,62.396,34.924,3.879,TP,11,0.121,0.118,0.169,0.062,0.104,0.118
103,12,221.63,262.03,5.05,30.474,36.029,2.523,TP,12,0.115,0.054,0.127,-0.114,0.01,0.054
103,13,388.36,314.34,5.49,53.4,43.222,2.746,TP,13,0.003,0.281,0.281,-0.002,-0.003,-0.281
103,14,495.88,403.58,7.17,68.184,55.492,3.583,TP,14,0.048,0.03,0.057,0.045,-0.016,0.03
103,15,240.55,414.73,7.35,33.075,57.025,3.677,TP,15,0.039,0.184,0.188,-0.037,0.013,0.184
103,16,235.17,441.1,1.0,32.335,60.651,0.5,TP,16,0.041,0.0,0.041,0.041,-0.006,0.0
103,17,91.86,458.95,5.12,12.631,63.106,2.558,TP,17,0.051,0.074,0.09,0.049,0.016,-0.074
103,18,155.67,483.73,2.51,21.405,66.512,1.257,TP,18,0.009,0.021,0.023,-0.009,0.001,0.021
103,19,111.82,488.15,6.0,15.376,67.121,3.0,TP,19,0.045,0.0,0.045,-0.043,-0.013,0.0
104,0,406.49,5.87,1.84,55.892,0.807,0.922,TP,0,0.031,0.051,0.059,0.018,-0.025,-0.051
104,1,181.98,36.51,6.11,25.022,5.02,3.057,TP,2,0.023,0.046,0.051,0.018,-0.014,0.046
104,2,109.72,37.5,7.25,15.086,5.156,3.624,TP,1,0.71,0.245,0.751,0.702,0.109,-0.245
104,3,466.91,118.32,5.93,64.2,16.269,2.963,TP,3,0.255,0.344,0.428,-0.104,-0.233,0.344
104,4,215.5,134.68,6.6,29.631,18.519,3.301,TP,4,0.047,0.009,0.048,0.005,-0.046,0.009
104,5,167.3,139.8,2.41,23.004,19.222,1.207,TP,5,0.013,0.006,0.014,-0.008,0.01,-0.006
104,6,341.12,145.33,1.0,46.905,19.983,0.5,TP,6,0.016,0.0,0.016,-0.01,0.013,0.0
104,7,169.86,192.28,6.85,23.356,26.439,3.425,TP,7,0.009,0.061,0.062,0.001,-0.009,0.061
104,8,74.75,247.4,4.5,10.278,34.018,2.248,TP,8,0.063,0.115,0.132,-0.06,-0.021,0.115
104,9,126.8,249.11,2.59,17.435,34.252,1.297,TP,9,0.011,0.119,0.12,0.007,-0.008,0.119
104,10,476.81,311.16,5.21,65.561,42.784,2.604,TP,10,0.015,0.018,0.023,-0.009,0.012,0.018
104,11,406.76,329.39,1.88,55.93,45.291,0.941,TP,11,0.019,0.126,0.127,-0.011,-0.015,0.126
104,12,316.2,358.06,5.62,43.477,49.233,2.812,TP,12,0.013,0.06,0.061,-0.003,0.013,0.06
104,13,404.73,376.47,2.8,55.651,51.764,1.401,TP,13,0.048,0.011,0.049,0.03,0.038,0.011
104,14,23.15,394.24,6.46,3.183,54.207,3.229,TP,14,0.036,0.045,0.058,0.034,0.012,-0.045
104,15,327.01,416.02,3.0,44.964,57.203,1.5,TP,15,0.022,0.048,0.053,0.004,0.021,-0.048
