vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,98.55,12.9,2.0,13.551,1.773,1.0,TP,1,0.025,0.018,0.03,-0.018,-0.017,0.018
103,1,500.62,22.27,5.09,68.835,3.062,2.547,TP,2,0.198,1.291,1.306,0.08,0.182,1.291
103,2,228.86,36.06,3.19,31.468,4.958,1.595,TP,3,0.01,0.068,0.069,-0.005,0.009,0.068
103,3,57.06,33.45,3.02,7.846,4.599,1.508,TP,4,0.054,0.01,0.055,-0.016,0.051,-0.01
103,4,58.92,47.5,5.98,8.101,6.531,2.99,TP,6,0.124,0.405,0.424,-0.096,-0.078,0.405
103,5,375.08,50.82,4.69,51.573,6.988,2.346,TP,5,0.092,0.333,0.345,-0.027,-0.088,0.333
103,6,412.29,82.02,5.93,56.689,11.278,2.967,TP,7,0.316,0.275,0.419,-0.271,-0.162,0.275
103,7,482.45,92.51,3.23,66.336,12.72,1.617,TP,8,0.026,0.113,0.116,0.011,0.024,-0.113
103,8,33.96,106.76,1.0,4.669,14.68,0.5,TP,9,0.037,0.0,0.037,-0.017,-0.033,0.0
103,9,280.62,137.33,6.39,38.586,18.883,3.195,TP,10,0.329,0.409,0.525,-0.225,-0.24,0.409
103,10,105.27,151.73,3.68,14.475,20.863,1.842,TP,11,0.125,0.029,0.129,0.121,0.035,0.029
103,11,352.89,164.58,1.96,48.523,22.63,0.98,TP,12,0.032,0.007,0.033,-0.032,-0.001,-0.007
103,12,210.69,175.6,2.37,28.97,24.144,1.183,TP,14,0.021,0.111,0.113,0.009,0.019,0.111
103,13,259.57,188.95,7.51,35.691,25.981,3.755,TP,15,0.915,0.182,0.933,0.709,0.578,-0.182
103,14,240.66,205.58,3.04,33.091,28.267,1.519,TP,16,0.006,0.099,0.099,-0.002,-0.006,0.099
103,15,285.75,202.44,1.93,39.291,27.836,0.963,TP,17,0.041,0.044,0.06,-0.001,0.041,-0.044
103,16,138.25,205.88,3.55,19.01,28.309,1.775,TP,18,0.009,0.103,0.103,-0.008,-0.004,0.103
103,17,458.37,208.29,6.67,63.026,28.64,3.337,TP,19,0.236,0.565,0.613,-0.084,-0.221,0.565
103,18,314.14,214.17,7.71,43.194,29.449,3.854,TP,20,0.31,0.053,0.314,0.286,0.117,-0.053
103,19,301.46,235.92,5.04,41.451,32.439,2.52,TP,22,0.2,0.584,0.617,-0.08,-0.183,0.584
103,20,355.3,232.99,2.92,48.854,32.036,1.461,TP,21,0.021,0.167,0.168,-0.02,-0.002,0.167
103,21,206.04,258.5,1.97,28.33,35.543,0.985,TP,23,0.035,0.019,0.039,-0.003,0.034,-0.019
103,22,257.27,275.28,6.96,35.375,37.851,3.481,TP,24,0.092,0.229,0.247,-0.043,-0.082,0.229
103,23,13.89,277.43,1.0,1.909,38.147,0.5,TP,25,0.012,0.011,0.017,-0.012,0.0,-0.011
103,24,146.53,286.88,3.83,20.148,39.446,1.914,TP,26,0.014,0.086,0.087,0.014,0.003,0.086
103,25,101.25,290.1,4.97,13.922,39.888,2.483,TP,28,0.184,0.621,0.647,-0.184,0.009,-0.621
103,26,232.39,309.01,4.17,31.953,42.489,2.087,TP,29,0.159,0.054,0.168,-0.144,-0.069,0.054
103,27,178.5,324.5,1.0,24.544,44.619,0.5,TP,30,0.042,0.0,0.042,0.041,0.008,0.0
103,28,153.15,330.76,5.2,21.058,45.479,2.6,TP,31,0.129,0.044,0.137,-0.07,-0.109,0.044
