vol_idx,pred_id,x_px,y_px,z_plane,x_um,y_um,z_um,status,gt_id,err_xy_um,err_z_um,err_um,dx_um,dy_um,dz_um
103,0,42.13,1.67,49.97,5.793,0.229,24.983,TP,0,0.332,3.423,3.439,-0.327,0.056,3.423
103,1,388.79,38.32,81.46,53.458,5.269,40.732,TP,1,0.549,0.634,0.839,-0.439,0.33,-0.634
103,2,412.54,60.78,30.4,56.724,8.358,15.198,TP,2,0.161,0.033,0.164,-0.036,0.157,0.033
103,3,337.31,156.79,67.11,46.379,21.558,33.557,TP,6,0.069,4.85,4.85,-0.064,-0.026,4.85
103,4,335.04,151.01,56.18,46.068,20.764,28.089,FP,,,,,,,
103,5,479.97,154.31,13.96,65.996,21.218,6.981,TP,7,0.165,2.836,2.841,0.058,-0.154,-2.836
103,6,341.48,163.74,56.0,46.954,22.515,28.0,FP,,,,,,,
103,7,468.6,199.9,75.22,64.432,27.486,37.612,TP,8,0.309,2.626,2.644,-0.128,-0.281,2.626
103,8,504.71,233.57,6.14,69.398,32.116,3.071,TP,9,1.242,1.398,1.87,1.16,-0.445,1.398
103,9,495.04,238.56,7.22,68.068,32.802,3.609,FP,,,,,,,
103,10,482.94,257.27,87.45,66.404,35.375,43.723,TP,10,0.394,2.743,2.771,0.155,0.362,2.743
103,11,290.17,320.84,88.71,39.898,44.115,44.354,TP,11,0.632,2.474,2.553,0.586,0.236,-2.474
103,12,97.61,367.21,4.57,13.422,50.491,2.283,TP,12,0.239,0.867,0.9,-0.061,-0.231,0.867
103,13,509.79,382.14,74.29,70.096,52.545,37.143,FP,,,,,,,
103,14,502.66,387.91,92.34,69.116,53.338,46.171,TP,13,0.569,4.158,4.197,-0.337,0.459,4.158
103,15,268.87,417.52,7.32,36.97,57.409,3.658,TP,16,0.452,1.086,1.177,-0.388,-0.232,-1.086
103,16,259.22,434.09,35.58,35.643,59.688,17.792,FP,,,,,,,
103,17,361.68,468.05,58.01,49.731,64.357,29.003,TP,18,0.042,0.74,0.741,-0.002,0.042,-0.74
